ra,dec,LS_id,z,source
179.48394775390625,55.453548431396484,NGC_3998,0.0034690665900607813,2MRS
188.87294006347656,-3.793210029602051,g1235295-034736,0.0033990181300691696,2MRS
22.83647918701172,-6.868060111999512,g0131207-065205,0.006244319862109406,2MRS
182.7681884765625,50.48468017578125,NGC_4157,0.002581786096833697,2MRS
193.23353576660156,11.230799674987793,NGC_4762,0.003282270696749816,2MRS
190.8339080810547,1.9783600568771362,NGC_4643,0.0044530806708953305,2MRS
45.30902862548828,44.89720916748047,NGC_1161,0.0065178424201718915,2MRS
150.8297576904297,68.73372650146484,NGC_3077,4.669897332774129e-05,2MRS
188.18994140625,0.11503999680280685,NGC_4517,0.003762602993835155,2MRS
187.04632568359375,44.09355926513672,NGC_4449,0.0006904776770601747,2MRS
154.2235870361328,73.40068817138672,NGC_3147,0.00934646594745222,2MRS
110.97811889648438,-27.52906036376953,NGC_2380,0.00594411217643107,2MRS
182.63607788085938,39.40576171875,NGC_4151,0.003318962747221613,2MRS
40.269989013671875,-8.255829811096191,g0241048-081521,0.005303669113650618,2MRS
215.08311462402344,3.9335899353027344,NGC_5566,0.005026810914636152,2MRS
183.77098083496094,33.19728088378906,NGC_4203,0.0036225060738519312,2MRS
187.6515350341797,41.64363098144531,NGC_4490,0.001884637137869559,2MRS
191.27488708496094,3.0557100772857666,NGC_4665,0.002618478147305494,2MRS
54.237728118896484,-35.50664138793945,g0336571-353024,0.004219585804256624,2MRS
169.01950073242188,-76.21631622314453,NGC_3620,0.005603876799328954,2MRS
189.98309326171875,10.17609977722168,NGC_4596,0.006237648580205444,2MRS
52.78382873535156,-33.628639221191406,g0331080-333742,0.006397759345900557,2MRS
170.27854919433594,3.2348198890686035,NGC_3640,0.004172886830928883,2MRS
194.83863830566406,-15.042169570922852,NGC_4856,0.004513122208030997,2MRS
212.0989227294922,-47.97080993652344,g1408237-475814,0.004719931947053852,2MRS
52.08195114135742,-31.068180084228516,g0328196-310405,0.0036892188928915617,2MRS
154.5235137939453,21.831939697265625,NGC_3190,0.004239599649968513,2MRS
181.3924560546875,50.53902816772461,NGC_4088,0.0025250802006500112,2MRS
205.75877380371094,-48.169410705566406,g1343021-481010,0.010020265419752488,2MRS
147.59263610839844,72.27864837646484,NGC_2985,0.0044097173385195705,2MRS
168.6541748046875,12.81801986694336,11143699+1249036,0.002134810209268173,2MRS
63.18019104003906,-57.73796081542969,g0412432-574416,0.003829315812874786,2MRS
193.07318115234375,11.31365966796875,NGC_4754,0.004493108362319109,2MRS
225.29693603515625,1.7019699811935425,NGC_5813,0.006577883957307558,2MRS
181.66989135742188,-29.760210037231445,g1206408-294537,0.006284347553533185,2MRS
204.16268920898438,-33.96588134765625,IC_4296,0.012465290237554943,2MRS
133.38644409179688,51.31357955932617,NGC_2681,0.002308263538771212,2MRS
172.88330078125,-30.3077392578125,g1131319-301828,0.00592409833071918,2MRS
287.8484802246094,-57.04956817626953,g1911235-570258,0.010560639253973495,2MRS
188.58462524414062,8.197759628295898,NGC_4535,0.006551198829691706,2MRS
200.30355834960938,-43.704689025878906,NGC_5090,0.011411227696728782,2MRS
60.115699768066406,68.57774353027344,NGC_1469,0.0036758763290836356,2MRS
161.92666625976562,13.985639572143555,NGC_3377,0.0022182012330677113,2MRS
344.3065490722656,-43.396141052246094,g2257135-432346,0.005633897567896788,2MRS
181.76303100585938,43.065391540527344,NGC_4111,0.0026918622482490872,2MRS
226.35943603515625,2.0993199348449707,NGC_5838,0.004533136053742887,2MRS
50.984989166259766,-36.46466064453125,g0323564-362752,0.004222921445208605,2MRS
189.14288330078125,11.238630294799805,12363426+1114199,0.007445150604822754,2MRS
154.57077026367188,41.424381256103516,NGC_3184,0.00197469944357306,2MRS
180.36204528808594,61.89569854736328,NGC_4036,0.004820001175613297,2MRS
349.04486083984375,-42.58483123779297,g2316107-423505,0.005337025523170433,2MRS
81.6983871459961,-63.7600212097168,NGC_1947,0.0036692050471796725,2MRS
185.6334991455078,29.895320892333984,NGC_4314,0.0032122222367582044,2MRS
196.45382690429688,-8.02040958404541,g1305489-080113,0.004693246819438,2MRS
17.36280059814453,35.717960357666016,NGC_0404,-0.00016011076569511298,2MRS
146.8144073486328,67.9163818359375,09471531+6755000,6.671281903963041e-06,2MRS
179.85494995117188,50.96168899536133,NGC_4026,0.003102146085342814,2MRS
208.36134338378906,40.2830810546875,NGC_5353,0.007755365213357035,2MRS
192.41232299804688,15.16549015045166,NGC_4710,0.0037525960709792108,2MRS
101.92880249023438,-26.75436019897461,NGC_2293,0.0067947006191863574,2MRS
185.3037109375,18.382400512695312,12211282+1822577,0.0030020768567833684,2MRS
8.694840431213379,-8.396439552307129,g0034468-082347,0.005620555004088862,2MRS
192.0955047607422,8.487299919128418,NGC_4698,0.0033656617205493544,2MRS
27.23879051208496,5.905980110168457,NGC_0676,0.00502347527368417,2MRS
295.89349365234375,-58.65570831298828,g1943344-583921,0.007028195485825064,2MRS
137.70608520507812,-8.890700340270996,g0910495-085327,0.006067530891654386,2MRS
160.87979125976562,24.92222023010254,NGC_3344,0.001934671752149282,2MRS
155.3961639404297,-34.26679992675781,g1021351-341601,0.009533261840763186,2MRS
178.30718994140625,60.675559997558594,NGC_3945,0.004199571958544735,2MRS
188.613037109375,2.187880039215088,NGC_4536,0.006030838841182589,2MRS
179.6309051513672,43.947021484375,11583138+4356476,0.00278526019490457,2MRS
315.88995361328125,29.89739990234375,NGC_7013,0.0025984643015936047,2MRS
183.9620819091797,47.09178924560547,NGC_4217,0.0034257032576850218,2MRS
210.9115447998047,-33.978389739990234,NGC_5419,0.013762854567875755,2MRS
60.97616958618164,-43.34885025024414,NGC_1512,0.0029954055748794054,2MRS
47.439640045166016,-20.579299926757812,g0309454-203445,0.005507143211721491,2MRS
186.3242645263672,-39.75971984863281,g1225178-394535,0.011267795135793577,2MRS
295.6690979003906,-10.323699951171875,g1942406-101925,0.005573856030761121,2MRS
301.8311462402344,-48.37022018432617,g2007195-482213,0.009072943389389736,2MRS
56.32115173339844,76.63829803466797,IC_0334,0.008459185454225136,2MRS
62.10057067871094,-47.89704132080078,NGC_1527,0.004042796833801603,2MRS
113.08535766601562,85.7088623046875,NGC_2300,0.006354396013524797,2MRS
178.66709899902344,-13.975040435791016,g1154401-135830,0.005797343974543883,2MRS
46.03324890136719,-26.069629669189453,g0304080-260411,0.0055004719298175275,2MRS
162.72207641601562,13.412139892578125,NGC_3412,0.002805274040616459,2MRS
